,idx,platform,head,review,description,image,url,course
81,81,simplilearn,Professional Certificate Course in Data Analytics and Generative AI,4.8 (2045),"Generative AI,Prompt Engineering,Data Analytics using Python,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Azure_48px.svgz,https://www.simplilearn.com/iitk-professional-certificate-course-data-analytics?tag=Data%20Science%20and%20Analytics,Data Science and Analytics
20,20,edx,MLOps1 (GCP): Deploying AI & ML Models in Production using Google Cloud Platform,Statistics.comX,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2Fd74214c6-3663-421d-91be-bf407a6efca2-94bf207ef5fa.png&w=256&q=75,https://www.edx.org/learn/machine-learnng/statistics-com-mlops1-gcp-deploying-ai-ml-models-in-production-using-google-cloud-platform?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=17,AI and Machine Learning
76,76,learnvern,SQL For Data Analysis,19105,,https://assets.learnvern.com/course/icons/15248.svg,https://www.learnvern.com/course/sql-for-data-analysis-tutorial,Data Science and Analytics
57,57,coursera,Python for Everybody,278K reviews,"Skills you'll gain: Web Scraping, Data Processing, Relational Databases, Data Visualization, JSON, Database Design, SQL, Network Protocols, Databases, Web Services, Restful API, Data Modeling, Programming Principles, Application Programming Interface (API), Database Management, Extensible Markup Language (XML), Data Structures, Data Collection, Computer Programming, Python Programming",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/python.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/python,AI and Machine Learning
82,82,simplilearn,Professional Certificate in Data Science and Generative AI,4.5 (5282),"Exploratory Data Analysis,Descriptive Statistics,Inferential Statistics,,,,,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/IBM_logo%20(1).svgz,https://www.simplilearn.com/pgp-data-science-certification-bootcamp-program?tag=Data%20Science%20and%20Analytics,Data Science and Analytics
21,21,edx,"Critical Evaluation in Data Science: Data, the World, and You",AdelaideX,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2Ff5d1ff66-002f-43fa-9d76-1b191d4a3272-0e2420850666.png&w=256&q=75,https://www.edx.org/learn/data-analysis-statistics/university-of-adelaide-critical-evaluation-in-data-science-data-the-world-and-you?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=18,AI and Machine Learning
113,113,learnvern,Web Designing with HTML and HTML5 Course,102909,,https://assets.learnvern.com/course/icons/58504.svg,https://www.learnvern.com/course/html5-tutorial-in-hindi,Full-Stack Web Development
58,58,coursera,AI Agent Developer,7.4K reviews,"Skills you'll gain: Prompt Engineering, ChatGPT, Generative AI Agents, Generative AI, Ideation, Verification And Validation, Data Validation, Data Presentation, Productivity, AI Personalization, Document Management, Agentic systems, Artificial Intelligence, Personalized Service, Large Language Modeling, OpenAI, Risk Management Framework, Expense Management, Microsoft Excel, Software Development",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/0f/fba568cd714d04a0540d14f0764712/juleswhite_3d_colorful_volumeric_vibrant_reflective_geometric_o_ad0dfd3d-a03f-4757-b49d-b48db8081412.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/ai-agents,AI and Machine Learning
83,83,simplilearn,Professional Certificate Program in Data Analytics & Generative AI,4.8 (793),"Generative AI,Prompt Engineering,Data Analysis with Python,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/IBM_logo%20(1).svgz,https://www.simplilearn.com/iitg-generative-ai-data-analytics-program?tag=Data%20Science%20and%20Analytics,Data Science and Analytics
22,22,edx,Google AI for Anyone,Google,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F29d2370f-9575-4f8e-b107-753b1abcc5f0-6a48c6833673.png&w=256&q=75,https://www.edx.org/learn/artificial-intelligence/google-google-ai-for-anyone?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=19,AI and Machine Learning
114,114,learnvern,Web Designing with CSS3 Course,43509,,https://assets.learnvern.com/course/icons/53264.svg,https://www.learnvern.com/course/css3-tutorial-in-hindi,Full-Stack Web Development
59,59,coursera,Deep Learning,146K reviews,"Skills you'll gain: Computer Vision, Deep Learning, Image Analysis, Natural Language Processing, Artificial Neural Networks, Tensorflow, Supervised Learning, Large Language Modeling, Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence, Applied Machine Learning, PyTorch (Machine Learning Library), Machine Learning, Debugging, Performance Tuning, Keras (Neural Network Library), Python Programming, Machine Learning Algorithms, Linear Algebra, Analysis",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a4/079d5e7c7b45ac9107f22bfcfeab91/Specialization-logo.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/deep-learning,AI and Machine Learning
84,84,simplilearn,Data Analyst,4.6 (55240),"Website Creation,Behavioral Marketing,Keyword Research,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/IBM_logo%20(1).svgz,https://www.simplilearn.com/data-analyst-masters-certification-training-course?tag=Data%20Science%20and%20Analytics,Data Science and Analytics
23,23,edx,AI Skills for Engineers: Data Engineering and Data Pipelines,DelftX,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2Fc484a523-d396-4aff-90f4-bb7e82e16bf6-f9e6cc4a4c94.png&w=256&q=75,https://www.edx.org/learn/artificial-intelligence/delft-university-of-technology-ai-skills-for-engineers-data-engineering-and-data-pipelines?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=20,AI and Machine Learning
115,115,learnvern,Web Designing with jQuery,5966,,https://assets.learnvern.com/course/icons/84757.svg,https://www.learnvern.com/course/jquery-tutorial-in-hindi,Full-Stack Web Development
60,60,coursera,MLOps | Machine Learning Operations,480 reviews,"Skills you'll gain: MLOps (Machine Learning Operations), Pandas (Python Package), AWS SageMaker, NumPy, Microsoft Azure, Data Ethics, Application Deployment, Data Manipulation, Exploratory Data Analysis, Containerization, Data Pipelines, CI/CD, DevOps, Cloud Computing, Python Programming, Machine Learning, GitHub, Big Data, Data Management, Data Analysis",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e8/aa5e4ac023422abec7ecef02b259ae/Screen-Shot-2023-05-04-at-2.10.07-PM.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/mlops-machine-learning-duke,AI and Machine Learning
85,85,simplilearn,Data Strategy for Leaders,4.4 (10),"Data Strategy,Machine Learning,Data Science,,,,,,,",https://www.simplilearn.com/ice9/university/university-logo-colored-new-pg-templatez.svgz,https://www.simplilearn.com/data-strategy-certification-course?tag=Data%20Science%20and%20Analytics,Data Science and Analytics
24,24,edx,Introduction: Emerging Technologies in an Enterprise Environment,UBCx,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2Feac96c61-1462-4084-a0b2-12525b74a9e1-8377159ff774.png&w=256&q=75,https://www.edx.org/learn/technology/university-of-british-columbia-introduction-emerging-technologies-in-an-enterprise-environment?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=21,AI and Machine Learning
116,116,learnvern,Web Scraping With BeautifulSoup,2240,,https://assets.learnvern.com/course/icons/51970.svg,https://www.learnvern.com/course/web-scraping-using-beautifulsoup-tutorial,Full-Stack Web Development
61,61,coursera,AI Agents and Agentic AI in Python: Powered by Generative AI,6.3K reviews,"Skills you'll gain: Prompt Engineering, ChatGPT, Generative AI Agents, Productivity, Agentic systems, Generative AI, Artificial Intelligence, Large Language Modeling, OpenAI, Creative Thinking, Ingenuity, Brainstorming, Software Development Tools, Application Development, Prototyping, Persona (User Experience), Business Logic, Application Programming Interface (API), Transaction Processing, Interoperability",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/31/1ce8cdc4d2479ab810e34fd311247b/juleswhite_3d_colorful_volumeric_organic_rounded_vibrant_highly_af4ef28f-938c-4a47-b26d-610a4e0159c3.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/ai-agents-python,AI and Machine Learning
86,86,simplilearn,Professional Certificate Program in Data Engineering,4.3 (1640),"Real Time Data Processing,Data Pipelining,Big Data Analytics,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/aws_master_64x.svgz,https://www.simplilearn.com/pgp-data-engineering-certification-training-course?tag=Data%20Science%20and%20Analytics,Data Science and Analytics
25,25,edx,Machine Learning and AI with Python,HarvardX,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F44022f13-20df-4666-9111-cede3e5dc5b6-2cc39992c67a.png&w=256&q=75,https://www.edx.org/learn/machine-learning/harvard-university-machine-learning-and-ai-with-python?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=22,AI and Machine Learning
117,117,learnvern,Web Scraping With Selenium,1692,,https://assets.learnvern.com/course/icons/96052.svg,https://www.learnvern.com/course/web-scraping-with-selenium-tutorial,Full-Stack Web Development
62,62,coursera,AI and Machine Learning Essentials with Python,28 reviews,"Skills you'll gain: Statistical Machine Learning, PyTorch (Machine Learning Library), Probability, Probability & Statistics, Sampling (Statistics), Deep Learning, Probability Distribution, Python Programming, Supervised Learning, Statistics, Machine Learning Methods, Machine Learning, Regression Analysis, Data Processing, Agentic systems, Data Science, Statistical Analysis, Artificial Intelligence, Artificial Neural Networks, Algorithms",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/26/edd5faf0c74388aa4a61531c030a28/1200-x-1200_AI-ML-Specialization_test-logo.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/ai-machinelearning-essentials,AI and Machine Learning
87,87,simplilearn,Leveraging Big Data for Business Intelligence,Duration: 6 weeks,"Big data analytics,Machine learning techniques,,,,",https://www.simplilearn.com/ice9/university/uoc56.svgz,https://www.simplilearn.com/big-data-for-business-intelligence-cambridge-university-online?tag=Data%20Science%20and%20Analytics,Data Science and Analytics
26,26,edx,Statistical and Probabilistic Foundations of AI,RWTHx,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F8607c85e-2a12-4c51-8906-3a67848cf2a7-3e0a310f77c3.png&w=256&q=75,https://www.edx.org/learn/computer-science/rwth-aachen-university-statsai?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=23,AI and Machine Learning
118,118,learnvern,Web Scraping with Scrapy in Hindi,3485,,https://assets.learnvern.com/course/icons/33712.svg,https://www.learnvern.com/scrapy-tutorial,Full-Stack Web Development
63,63,coursera,ChatGPT: Master Free AI Tools to Supercharge Productivity,6.7K reviews,"Skills you'll gain: Prompt Engineering, ChatGPT, Generative AI, Productivity, AI Personalization, Artificial Intelligence, Personalized Service, Large Language Modeling, Expense Management, Creative Thinking, Ingenuity, Productivity Software, Brainstorming, Travel Arrangements, Innovation, Scenario Testing, Problem Solving, Communication, Planning, Marketing",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/0a/257888b1c44189899d0d03a40d4df9/juleswhite_3d_colorful_volumeric_organic_rounded_vibrant_highly_5ffda060-61ca-4b42-a149-431fcb0241ae.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/specializations/chatgpt-free-ai-tools-to-excel,AI and Machine Learning
88,88,simplilearn,Machine Learning using Python,4.5 (14791),"Supervised and unsupervised learning,Time series modeling,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_images/Category_Logos/Python_48px.svgz,https://www.simplilearn.com/big-data-and-analytics/machine-learning-certification-training-course?tag=Data%20Science%20and%20Analytics,Data Science and Analytics
27,27,edx,Math for Machine Learning with R,edX,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F4f8cb2c9-589b-4d1e-88c1-b01a02db3a9c-42611123eb6a.png&w=256&q=75,https://www.edx.org/learn/math/edx-math-for-machine-learning-with-r?index=product&queryId=75726a2c7618ef49b2c9ae3623d27f4c&position=24,AI and Machine Learning
119,119,learnvern,Web Designing with CSS3 Course in English,7151,,https://assets.learnvern.com/course/icons/72774.svg,https://www.learnvern.com/css3-tutorial,Full-Stack Web Development
89,89,coursera,Introduction to Data Analytics,19K reviews,"Skills you'll gain: Big Data, Data Analysis, Statistical Analysis, Apache Hadoop, Apache Hive, Data Science, Data Warehousing, Data Visualization, Data Cleansing, Apache Spark, Data Lakes, Data Visualization Software, Relational Databases, Microsoft Excel",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/77/330fd160df42a79e6286fdc7b6b60f/Course-1--Introduction-to-Data-Analysis_1200x600.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop,https://www.coursera.org/learn/introduction-to-data-analytics,Data Science and Analytics
129,129,simplilearn,Full Stack Developer - MERN Stack Masters Program,4.7 (273),"Full Stack Development,Web Development,Backend Development,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/IBM_logo%20(1).svgz,https://www.simplilearn.com/full-stack-developer-course-mern-certification-training/?tag=Full-Stack%20Web%20Development,Full-Stack Web Development
166,166,edx,Introduction to Cloud Computing,IBM,,https://www.edx.org/_next/image?url=https%3A%2F%2Fprod-discovery.edx-cdn.org%2Forganization%2Flogos%2F87b07564-d569-4cfd-bee6-8b0a407acb73-dc33e4b5f353.png&w=256&q=75,https://www.edx.org/learn/cloud-computing/ibm-introduction-to-cloud-computing?index=product&queryId=60410e7d3f691a37abf2a735679c04ca&position=1,Cloud Computing
120,120,learnvern,Web Designing with HTML and HTML5 Course in English,14259,,https://assets.learnvern.com/course/icons/46479.svg,https://www.learnvern.com/html5-tutorial,Full-Stack Web Development
90,90,coursera,Google Data Analytics,171K reviews,"Skills you'll gain: Data Storytelling, Rmarkdown, Data Literacy, Data Visualization, Data Presentation, Data Ethics, Data Cleansing, Interactive Data Visualization, Data Validation, Ggplot2, Tableau Software, Sampling (Statistics), Presentations, Spreadsheet Software, Data Analysis, Data Visualization Software, Stakeholder Communications, LinkedIn, Interviewing Skills, Applicant Tracking Systems",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/65/26a1aee9b64fa1ad29132d5a87da64/Emily.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces,https://www.coursera.org/professional-certificates/google-data-analytics,Data Science and Analytics
130,130,simplilearn,Full Stack Java Developer Masters Program,4.6 (1233),"Agile,Git,SQL,Core Java,Spring,,,,,,,,,,,,",https://www.simplilearn.com/ice9/accreditation_icons/IBM_logo%20(1).svgz,https://www.simplilearn.com/java-full-stack-developer-certification?tag=Full-Stack%20Web%20Development,Full-Stack Web Development
