,Heading,Revewe,Description,URL,image
443,Project Management Essentials,1K reviews,"Skills you'll gain: Project Management Life Cycle, Project Management Institute (PMI) Methodology, Project Management, Project Coordination, Agile Project Management, Project Risk Management, Scope Management, Project Controls, Project Planning, Project Closure, Stakeholder Management, Change Control, Leadership",https://www.coursera.org/learn/copy-of-project-management-essentials,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/43/7414c5e37146e8acf31b116f1b9021/AdobeStock_479112885.jpeg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
444,Writing and Producing Music in Your Home Studio,3.2K reviews,"Skills you'll gain: Music, Musical Composition, Music Theory, Peer Review, Music Performance, Active Listening, Storytelling, Post-Production, Constructive Feedback, Editing, Performing Arts, Media Production, Performance Tuning, Self-Awareness, Creativity",https://www.coursera.org/specializations/writing-and-producing-music-in-your-home-studio,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/22/cb2c1e24a04f4aaad434651cbcbdab/coursera_specialization_images_writing_and_producing_music_in_your_home_studio.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
445,Health Informatics,918 reviews,"Skills you'll gain: Health Informatics, Health Technology, Change Management, Vendor Management, Health Policy, Health Care, Process Improvement, Workflow Management, Health Care Administration, Healthcare Industry Knowledge, Health Information Management, Clinical Leadership, Health Information Management and Medical Records, Organizational Change, Decision Support Systems, Solution Design, IT Management, Clinical Data Management, Health Systems, Data Science",https://www.coursera.org/specializations/health-informatics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/53/25dc40046c11e993ec7f18ecf4e1dc/dhsi_clinical_informatics_logo-06.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
446,Design and Interpretation of Clinical Trials,4.3K reviews,"Skills you'll gain: Clinical Trials, Clinical Research, Scientific Methods, Medical Science and Research, Biostatistics, Data Collection, Ethical Standards And Conduct, Regulatory Compliance, Sample Size Determination, Statistical Methods, Statistical Analysis, Statistical Hypothesis Testing",https://www.coursera.org/learn/clinical-trials,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ed/512f4b85c5c8c55bc971db42bf5f8e/ClinTrials-02.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
447,Security Analyst Fundamentals,4.4K reviews,"Skills you'll gain: Cyber Threat Hunting, Incident Response, Cyber Threat Intelligence, Penetration Testing, Computer Security Incident Management, Intrusion Detection and Prevention, Threat Modeling, Threat Detection, Threat Management, MITRE ATT&CK Framework, Cryptography, Security Testing, Incident Management, Application Security, Encryption, Cybersecurity, Code Review, Vulnerability Scanning, Vulnerability Assessments, Open Web Application Security Project (OWASP)",https://www.coursera.org/specializations/security-analyst-fundamentals,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ff/bb72be199142e099170a3cbc2e129a/Security_Analyst_Fundamentals_Specialization.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
448,Scrum Master Certification,3.3K reviews,"Skills you'll gain: User Story, Agile Methodology, Behavior-Driven Development, DevSecOps, Scaled Agile Framework, Backlogs, Agile Software Development, Test Driven Development (TDD), Sprint Planning, Kanban Principles, DevOps, Scalability, Risk Management, Agile Product Development, Agile Project Management, Continuous Integration, Lean Methodologies, Sprint Retrospectives, Scrum (Software Development), Management Reporting",https://www.coursera.org/specializations/learnquest-certified-scrum-master,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a5/c7793c43544478b368120b41c1035d/Agile-CSM-logo800x800.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
449,Good with Words: Writing and Editing,2.5K reviews,"Skills you'll gain: Writing and Editing, Editing, Constructive Feedback, Concision, Writing, Organizational Skills, Proofreading, Storytelling, Productivity, Planning, Detail Oriented, Time Management, Brainstorming, Content Creation, Overcoming Obstacles, Resourcefulness, Lifelong Learning, Decision Making, Critical Thinking, Creativity",https://www.coursera.org/specializations/good-with-words,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/0c/155a43de0b42faae488c039652ca7d/gww_specializationtitle_V1.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
450,The Pronunciation of American English,1.2K reviews,"Skills you'll gain: Oral Comprehension, Language Competency, English Language, Vocabulary, Language Learning, Grammar",https://www.coursera.org/specializations/american-english-pronunciation,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/57/e472eca0c5414aa136585e75ab4d02/American-English-Lips.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
451,Become an EMT,2.5K reviews,"Skills you'll gain: Vital Signs, Patient Evaluation, Trauma Care, Emergency and Intensive Care, Medical History Documentation, Child Health, Automated External Defibrillator, Pulmonology, Medical Terminology, Health Assessment, Patient Positioning, Maternal Health, Acute Care, Hazard Communication (HazCom), Pediatrics, Respiratory Care, Neurology, Medication Administration, Cardiology, Pharmacology",https://www.coursera.org/specializations/become-an-emt,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/50/e37ef040724fa6beb09bd3c9b3917a/Become-an-EMT-Specialization-Logo.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
452,Introduction to Mathematical Thinking,2.9K reviews,"Skills you'll gain: Mathematical Theory & Analysis, Mathematics and Mathematical Modeling, Calculus, Deductive Reasoning, Logical Reasoning",https://www.coursera.org/learn/mathematical-thinking,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera/topics/maththink/large-icon.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
453,Google データアナリティクス,611 reviews,"Skills you'll gain: Rmarkdown, Data Presentation, Data Ethics, Data Storytelling, Data Visualization, Data Cleansing, Stakeholder Communications, Analytical Skills, Data-Driven Decision-Making, Interactive Data Visualization, Data Visualization Software, Data Validation, Dashboard, Ggplot2, Interviewing Skills, Presentations, Data Access, Spreadsheet Software, Data Analysis, Tableau Software",https://www.coursera.org/professional-certificates/data-analytics-japanese,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/bb/a783e9076b4dda8757d3a01f86ffa1/GwG-DA-Cert-Image.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
454,"Food Sustainability, Mindful Eating, and Healthy Cooking",575 reviews,"Skills you'll gain: Food and Beverage, Cooking, Nutrition and Diet, Cultural Diversity, Environment, Compassion, Environmental Issue, Resourcefulness, Mindfulness, Waste Minimization, Food Safety and Sanitation, Adaptability, Environmental Science, Product Lifecycle Management, Behavioral Health, Self-Awareness, Pollution Prevention, Creativity, Decision Making, Emerging Technologies",https://www.coursera.org/specializations/food-sustainability-mindful-eating-healthy-cooking,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/87/e9980196d64523b72d4e7b250942b3/Specialization_Icon.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
455,Generative AI: Prompt Engineering Basics,5.1K reviews,"Skills you'll gain: Prompt Engineering, ChatGPT, Large Language Modeling, IBM Cloud",https://www.coursera.org/learn/generative-ai-prompt-engineering-for-everyone,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/42/190f880708458082df6d47e4e904a7/Chat-AI_Logo-Image_1200X1200px.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
456,Fundamentals of Machine Learning for Healthcare,565 reviews,"Skills you'll gain: Healthcare Ethics, Data Ethics, Statistical Machine Learning, Applied Machine Learning, Machine Learning, Artificial Neural Networks, Healthcare Industry Knowledge, Health Care, Health Technology, Artificial Intelligence and Machine Learning (AI/ML), Reinforcement Learning, Supervised Learning, Health Informatics, Deep Learning, Data Processing, Image Analysis, Data Quality",https://www.coursera.org/learn/fundamental-machine-learning-healthcare,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/bd/692f6a70224b18afaaa54f5d07d686/FML-CourseImage-01.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop
457,Assess for Success: Marketing Analytics and Measurement,2.1K reviews,"Skills you'll gain: Media Planning, Spreadsheet Software, A/B Testing, Return On Investment, Marketing Analytics, Key Performance Indicators (KPIs), Google Analytics, Pivot Tables And Charts, Performance Measurement, Digital Marketing, Data Presentation, Data Visualization, Google Ads, Marketing Budgets, Marketing, Web Analytics and SEO, Data Analysis, Stakeholder Communications",https://www.coursera.org/learn/assess-for-success,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/66/2d75fee6284a258611b86b2e6d49c3/5_Lauren.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=320&h=180&fit=crop&q=50&crop=faces
458,Applied Data Science with Python,34K reviews,"Skills you'll gain: Matplotlib, Network Analysis, Feature Engineering, Data Visualization, Data Visualization Software, Interactive Data Visualization, Scientific Visualization, Pandas (Python Package), Applied Machine Learning, Supervised Learning, Text Mining, Visualization (Computer Graphics), Statistical Visualization, Network Model, Jupyter, NumPy, Graph Theory, Natural Language Processing, Python Programming, Data Processing",https://www.coursera.org/specializations/data-science-python,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/c8/8d6df01eb311e6b5f5f786b289d8ba/pythondatascience_specialization_final.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
459,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),3.7K reviews,"Skills you'll gain: Computer Architecture, Computer Hardware, Computational Logic, Computer Programming, System Design and Implementation, Technical Design, Software Design, Program Development, Debugging, Verification And Validation, Development Environment",https://www.coursera.org/learn/build-a-computer,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/32/3b06a1907511e4be1ac3cb2875740d/COURSE_IMAGE.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
460,Patient Safety,1.8K reviews,"Skills you'll gain: Patient Safety, Stakeholder Engagement, Design Thinking, Change Management, Conflict Management, Performance Measurement, Systems Thinking, Solution Design, Health Systems, Data Analysis, Corrective and Preventive Action (CAPA), Risk Analysis, Data Presentation, Safety Assurance, Nursing Management, Continuous Quality Improvement (CQI), Data Visualization Software, Quality Improvement, Risk Management, Safety Training",https://www.coursera.org/specializations/patient-safety,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/6b/c99e00df8111e7bef377498f34aedb/Patient-Safety-Logo-1000.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
461,Bioinformatics,1.2K reviews,"Skills you'll gain: Bioinformatics, Molecular Biology, Dimensionality Reduction, Unsupervised Learning, Applied Machine Learning, Data Analysis, Markov Model, Biochemistry, Life Sciences, Microbiology, Statistical Analysis, Medical Science and Research, Precision Medicine, Biology, Pharmacology, Algorithms, Infectious Diseases, Data Mining, Machine Learning, Python Programming",https://www.coursera.org/specializations/bioinformatics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/6a/e03e40f55e11e5bdadff07ec868da4/shake.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
462,Microsoft Front-End Developer,103 reviews,"Skills you'll gain: GitHub, C# (Programming Language), Secure Coding, HTML and CSS, User Interface and User Experience (UI/UX) Design, Figma (Design Software), Open Web Application Security Project (OWASP), Git (Version Control System), User Interface (UI), Object Oriented Programming (OOP), Web Development, Web Design, Debugging, Mockups, Microsoft Copilot, Authentications, Front-End Web Development, Programming Principles, UI Components, Javascript",https://www.coursera.org/professional-certificates/microsoft-front-end-developer,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/15/a9410c3f48415094371dd66d3c1506/MicrosoftFrontEndDeveloperProfessionalCertificate_Logo.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
463,The DIY Musician,3.6K reviews,"Skills you'll gain: Music, Fundraising and Crowdsourcing, Musical Composition, Brand Awareness, Music Theory, Peer Review, Brand Strategy, Professional Networking, Branding, Active Listening, Music Performance, Production Planning, Team Leadership, Constructive Feedback, Leadership, Campaign Management, Marketing, Business Planning, Instrumental Music, Social Media",https://www.coursera.org/specializations/diy-musician,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/d3/c13dfb8548493db241e1e0dbe1ac15/180529AdamCo-72.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
464,OKR Certification: Leadership and Goal Setting,620 reviews,"Skills you'll gain: Goal Setting, Key Performance Indicators (KPIs), Organizational Effectiveness, Business Priorities, Organizational Strategy, Strategic Leadership, Leadership and Management, Performance Management, Employee Performance Management, Productivity, Prioritization, Performance Measurement, Planning, Strategic Communication, Business Strategy, Communication",https://www.coursera.org/learn/okr,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/db/f8f8b5c3294d87a2a67d7e1ffc557f/Course-Logo-Image-2.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
465,Python Data Structures,97K reviews,"Skills you'll gain: Data Structures, Python Programming, Programming Principles, Data Import/Export, Data Manipulation, Development Environment, File Management",https://www.coursera.org/learn/python-data,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/44/2959b0502911e5851f058ad6ebf936/pythondata_thumbnail_1x1.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
466,International Women's Health and Human Rights,1.7K reviews,"Skills you'll gain: Community Development, Maternal Health, Community Health, Child Health, Health Equity, Social Justice, Socioeconomics, Human Services, Advocacy, Education and Training, International Relations, Cultural Diversity, Geriatrics, Law, Regulation, and Compliance, Economics, Health Policy",https://www.coursera.org/learn/womens-health-human-rights,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b9/bebae047ca11e78fdca53f2e7e6560/IWHHR-cover.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
467,Data Visualization with Tableau,8.2K reviews,"Skills you'll gain: Data Storytelling, Dashboard, Key Performance Indicators (KPIs), Tableau Software, Data Visualization, Data Presentation, Data Mapping, Interactive Data Visualization, Data Visualization Software, Data Literacy, Proposal Development, Exploratory Data Analysis, Data Ethics, Graphing, Histogram, Scatter Plots, Tree Maps, Data-Driven Decision-Making, Statistical Visualization, Storyboarding",https://www.coursera.org/specializations/data-visualization,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/41/d326f0af5b11e5ada4195d312ad6aa/davis_data_thumb.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
468,Neuroscience and Neuroimaging,3.3K reviews,"Skills you'll gain: Magnetic Resonance Imaging, Neurology, Medical Imaging, Anatomy, Radiology, Image Analysis, Data Analysis, X-Ray Computed Tomography, Analysis, Data Manipulation, Experimentation, Statistical Analysis, Psychology, Network Analysis, R Programming, Data Processing, Regression Analysis, Research Design, Scientific Visualization, Statistics",https://www.coursera.org/specializations/computational-neuroscience,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ae/6a396ddcee4fe9b4d027d13235e7d1/fmri1.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop
469,Web Design for Everybody: Basics of Web Development & Coding,35K reviews,"Skills you'll gain: Wireframing, Responsive Web Design, HTML and CSS, Web Content Accessibility Guidelines, Cascading Style Sheets (CSS), Web Design, Hypertext Markup Language (HTML), Browser Compatibility, Bootstrap (Front-End Framework), Javascript, Front-End Web Development, User Interface (UI), Verification And Validation, Web Development, Web Design and Development, Interactive Design, Application Frameworks, Usability, Code Review, Event-Driven Programming",https://www.coursera.org/specializations/web-design,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/webdesign.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
470,Marine Biology,521 reviews,"Skills you'll gain: Life Sciences, Biology, Environmental Science, Environment, Biochemistry, Molecular Biology, Environmental Issue, Natural Resource Management, Water Resources, Environment and Resource Management, Research",https://www.coursera.org/learn/marine-biology,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e7/60ce103e04425c8083e1043f137d33/w6_intro_v_thumb.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
471,Managing Emotions in Times of Uncertainty & Stress,3.8K reviews,"Skills you'll gain: Student Support and Services, Working With Children, School Counseling, Personal Development, Stress Management, Classroom Management, Cultural Responsiveness, Empathy, Self-Awareness, Resilience, Relationship Building",https://www.coursera.org/learn/managing-emotions-uncertainty-stress,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/33/2abede4f594a09ac2826f93cfce706/Managing-Emotions-in-Times-of-Uncertainty-and-Stress---Square.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
472,Making Architecture,1.4K reviews,"Skills you'll gain: Architectural Design, Storytelling, Creativity, Design Thinking, Design Elements And Principles, Photography, Design",https://www.coursera.org/learn/making-architecture,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ca/2a6d60435811e6bdc8db7edb16e358/imagen-promo_4.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
473,Design Fundamentals with AI,772 reviews,"Skills you'll gain: Design Elements And Principles, Visual Design, Typography, Graphic Design, Design, Web Content Accessibility Guidelines, Graphic and Visual Design, Adobe Creative Cloud, Storytelling, Creative Design, Color Theory, Logo Design, User Experience Design, User Interface and User Experience (UI/UX) Design, Content Creation, Generative AI",https://www.coursera.org/learn/design-fundamentals-ai,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/c7/ba6c19b3da4a5a97593b76c5cf38ff/Design-Fundamentals.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
474,Data Analysis with R,7.5K reviews,"Skills you'll gain: Statistical Hypothesis Testing, Sampling (Statistics), Statistical Inference, Exploratory Data Analysis, Regression Analysis, Statistical Reporting, Probability Distribution, Statistical Methods, Data Analysis Software, R Programming, Bayesian Statistics, Statistical Analysis, Data Analysis, Statistical Software, Statistical Modeling, Probability & Statistics, Probability, Statistics, Correlation Analysis, Data Visualization",https://www.coursera.org/specializations/statistics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/01/eb2cd0fb6011e58f3fed869dcf948d/unspecified.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
475,Excel Basics for Data Analysis,9.8K reviews,"Skills you'll gain: Excel Formulas, Microsoft Excel, Data Cleansing, Data Analysis, Data Import/Export, Spreadsheet Software, Data Wrangling, Data Quality, Pivot Tables And Charts, Google Sheets, Data Manipulation, Data Science, Data Visualization Software, Information Privacy",https://www.coursera.org/learn/excel-basics-data-analysis-ibm,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d3/1b8035aa844596a652515a08db8a42/IBM-DA-Course-2_New-Option-3.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
476,"Product Ideation, Design, and Management",688 reviews,"Skills you'll gain: Stakeholder Management, Product Management, Product Development, New Product Development, Wireframing, Financial Statements, Product Design, User Experience Design, Team Leadership, Prototyping, Competitive Analysis, Commercialization, Product Lifecycle Management, Financial Modeling, Value Propositions, Proposal Writing, Innovation, Target Market, Market Opportunities, Ideation",https://www.coursera.org/specializations/product-ideation-design-and-management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a8/c199b62fdc4ec8ad2230eab438282a/shutterstock_1104131759.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
477,Child Nutrition and Cooking,10K reviews,"Skills you'll gain: Nutrition Education, Cooking, Nutrition and Diet, Food and Beverage, Food Safety and Sanitation, Child Health, Working With Children, Community Health, Parent Communication",https://www.coursera.org/learn/childnutrition,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-misc/flex/child-nutrition.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
478,Software Product Management,12K reviews,"Skills you'll gain: Requirements Analysis, Agile Software Development, Agile Methodology, Kanban Principles, Project Planning, Requirements Elicitation, Sprint Retrospectives, Requirements Management, Functional Requirement, Business Requirements, Sprint Planning, Software Development Methodologies, Software Development Life Cycle, Scrum (Software Development), Product Requirements, Software Technical Review, Backlogs, Risk Management Framework, Product Management, Project Management",https://www.coursera.org/specializations/product-management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d396qusza40orc.cloudfront.net/phoenixassets/product-management-s12n/project_management.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
479,Learning How to Learn: Powerful mental tools to help you master tough subjects,92K reviews,"Skills you'll gain: Learning Strategies, Time Management, Willingness To Learn, Productivity, Growth Mindedness, Mental Concentration, Creativity, Self-Discipline, Cognitive flexibility, Stress Management, Adaptability",https://www.coursera.org/learn/learning-how-to-learn,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/eb/bde77b80db4b5784c5106f65b2e81e/Learning-How-to-Learn-Logo.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
480,Business Statistics and Analysis,13K reviews,"Skills you'll gain: Statistical Hypothesis Testing, Microsoft Excel, Pivot Tables And Charts, Regression Analysis, Statistics, Descriptive Statistics, Probability & Statistics, Graphing, Spreadsheet Software, Probability Distribution, Business Analytics, Statistical Analysis, Statistical Modeling, Statistical Inference, Excel Formulas, Data Analysis, Data Presentation, Business Analysis, Statistical Methods, Sample Size Determination",https://www.coursera.org/specializations/business-statistics-analysis,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/13/e8a8105b4e11e68371c1048c1e5df4/ChartsGraphsTabletThumb.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop
481,Introduction to Spreadsheets and Models,3.9K reviews,"Skills you'll gain: Regression Analysis, Spreadsheet Software, Google Sheets, Financial Modeling, Microsoft Excel, Data Modeling, Forecasting, Risk Analysis, Probability & Statistics, Business Modeling, Statistical Analysis, Simulation and Simulation Software, Process Improvement and Optimization",https://www.coursera.org/learn/wharton-introduction-spreadsheets-models,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/22/602700b00511e5ada4195d312ad6aa/Wharton_online_spreadsheets_8x8.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
482,Drug Development and Pharmacoepidemiology,14 reviews,"Skills you'll gain: Clinical Trials, Pharmaceuticals, Pharmacology, Medication Therapy Management, Pharmacotherapy, Clinical Research, Patient Safety, Medical Prescription, Epidemiology, Health Policy, Safety Assurance, Research Design, Drug Interaction, Program Evaluation, Research Methodologies, Health Care Procedure and Regulation, Statistical Analysis, Research, Public Health, Data Analysis",https://www.coursera.org/specializations/drug-development-and-pharmacoepidemiology,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/65/f928a4cb3548ca8c6f9bf24d9fd4e9/Spec_pepi.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
483,Accounting 1,204 reviews,"Skills you'll gain: Balance Sheet, Income Statement, Cash Flows, Financial Accounting, Financial Statements, Accounting, Bookkeeping, Working Capital, General Accounting, Accrual Accounting, Financial Reporting, Financial Analysis, Ledgers (Accounting), Profit and Loss (P&L) Management, Accounts Payable and Receivable, Reconciliation",https://www.coursera.org/learn/accounting-1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/04/8d807e1ca84499baad5da423ccbe03/coin.png?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
484,The Business of Music Production,5.2K reviews,"Skills you'll gain: Music, Contract Negotiation, Musical Composition, Intellectual Property, Lawsuits, Peer Review, Music History, Active Listening, Legal Proceedings, Constructive Feedback, Law, Regulation, and Compliance, Instrumental Music, Legal Strategy, Music Theory, Post-Production, Digital Assets, Business Management, Media Production, Marketing Management, Editing",https://www.coursera.org/specializations/business-music-production,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/6d/47e79d16394422a3622e9e3b24fb18/180529AdamCo-129.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
485,The Art of Visual Storytelling,112 reviews,"Skills you'll gain: Adobe Premiere, Video Production, Videography, Post-Production, Photo/Video Production and Technology, Video Editing, Storyboarding, Storytelling, Photography, Adobe Creative Cloud, Media Production, Proposal Development, Editing, Writing, Graphic and Visual Design, Scripting, Multimedia, Creativity, Timelines, File Management",https://www.coursera.org/specializations/the-art-of-visual-storytelling,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ab/30e93d5c1d46e89b47a8f4d2064330/Art-of-Visual-Storytelling-Logo.jpg?auto=format%2C%20compress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
486,Business Analyst (ECBA) Certificate Preparation,53 reviews,"Skills you'll gain: Business Analysis, Business Process Modeling, Process Optimization, Requirements Management, Business Requirements, Stakeholder Management, Process Analysis, Data Modeling, Agile Methodology, Stakeholder Engagement, Requirements Analysis, Risk Analysis, Process Improvement, User Story, Project Management, Risk Management, Plan Execution, Project Planning, Analysis, Business Process",https://www.coursera.org/specializations/business-analyst-ecba-certification-preparation,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/47/a6113330da4cd78b295521455aeb1f/Image-3-.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
